idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
10523;CENTRO CALOR S.R.L.;Pompe Bianche;Altro;CENTRO CALOR ALESSANDRIA OVEST;VIA GIORDANO BRUNO 65 15121;ALESSANDRIA;AL;44.91901984;8.597237294
10522;CENTRO CALOR S.R.L.;Pompe Bianche;Altro;CENTRO CALOR ALESSANDRIA SUD;VIA CASALCERMELLI 100 15121;ALESSANDRIA;AL;44.89143712;8.601680392
38764;GARGANTINI GIANMARIO VITTORIO;Esso;Altro;distributore carburanti esso;VIALE TIVOLI 1 15121;ALESSANDRIA;AL;44.90327104;8.606327572
37821;ALEGAS SRL;Pompe Bianche;Altro;distributore metano autotrazione ;lungo tanaro magenta 7 15121;ALESSANDRIA;AL;44.92227301;8.615042661
31091;SPINNATO ALESSANDRO;Tamoil;Altro;distributore tamoil 2232 ;strada prov 248 km 1,867  castelceriolo  15122;ALESSANDRIA;AL;44.90699414;8.688926419
6878;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni di Mazzoleni Federico 1410;VIA MARENGO 159 15121;ALESSANDRIA;AL;44.90949182;8.631437123
6879;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni di mazzoleni Federico 1448;VIA GIORDANO BRUNO 71 15121;ALESSANDRIA;AL;44.92087007;8.5928455
7017;MAZZOLENI FEDERICO;Pompe Bianche;Altro;Eni di mazzoleni Federico 1448;VIA GIORDANO BRUNO 71 15121;ALESSANDRIA;AL;44.92087007;8.5928455
15622;NEW PETROL S.N.C. DI PACE LUIGI E SCIOMMARELLO SALVATORE;Esso;Altro;ESSO NEW PETROL SNC;VIA MARENGO  163 15121;ALESSANDRIA;AL;44.90916612;8.632914896
35850;PISARRA OTTAVIO;Pompe Bianche;Altro;europam;STRADA ACQUI 7 15122;ALESSANDRIA;AL;44.87818924;8.570030119
36098;PISARRA OTTAVIO;Pompe Bianche;Altro;EUROPAM;VIALE TIVOLI 3 15122;ALESSANDRIA;AL;44.9029265;8.605905917
29196;SPERIFERO ADRIANO;Pompe Bianche;Strada Statale;EUROPAM CASCINAGROSSA;Statale 10 Padana Inferiore, Km. 103+100, dir. Tortona 15122;ALESSANDRIA;AL;44.88479854;8.713609278
10587;QUINTO CABELLA DI MASSIMO E SERGIO CABELLA - S.N.C.;Agip Eni;Altro;impianto 51014;via marengo 115 15121;ALESSANDRIA;AL;44.91049176;8.628135324
34881;INZIRILLO SALVATORE ROBERTO;Esso;Strada Statale;Inzirillo Salvatore Roberto ;Statale 10 Padana Inferiore, Km. 96+313, dir. spinetta marengo 15121;ALESSANDRIA;AL;44.90704014;8.641282171
10209;CARUGIA & ODDINO E C. S.N.C. DI CARUGIA MAURIZIO;Api-Ip;Altro;IP;viale milite ignoto 49 15121;ALESSANDRIA;AL;44.93263457;8.625420928
25683;MALFATTO MAURIZIO;Api-Ip;Altro;IP;Spalto Gamondio snc 15121;ALESSANDRIA;AL;44.9101531;8.625545285
7101;LE 2 VELE DI NAPPO MARIA;Q8;Altro;LE 2 VELE;VIA CASALE 29/A 15122;ALESSANDRIA;AL;44.92682611;8.5860461
35034;PASTORE BRUNA;Agip Eni;Altro;PASTORE BRUNA;VIA GENOVA 26 15047;ALESSANDRIA;AL;44.89613493;8.666315228
27276;B+B DI BONALDO GIANCARLO E C. S.A.S.;Agip Eni;Altro;PV 11482 ENI;VIA MARENGO 150 15121;ALESSANDRIA;AL;44.90907756;8.636019855
29129;R&C DI FRONTINO NUNZIO;Esso;Strada Statale;R&C DI FRONTINO NUNZIO;Statale 10 Padana Inferiore, Km. 97+090, dir. SPINETTA MARENGO 15122;ALESSANDRIA;AL;44.9035963;8.649230897
36526;NEW TRUCK S.R.L.;KEROPETROL;Strada Statale;SPINETTA;Statale 10 Padana Inferiore, Km. 100+526, dir. NOVI LIGURE 15122;ALESSANDRIA;AL;44.88964725;8.687465116
39241;STAZIONE ANDROMEDA DI VIVIAN LUCIANO & C. - S.N.C.;Agip Eni;Altro;stazione andromeda;c.so romita ang.via Galvani  15121;ALESSANDRIA;AL;44.90188721;8.619216308
22975;AN.GI DI ANTONIO LECCE S.A.S.;Api-Ip;Altro;"Stazione di Servizio ""IP"" - An.Gi di Antonio Lecce";LUNGO TANARO SOLFERINO 7 15121;ALESSANDRIA;AL;44.91939743;8.612334167
27453;NEW ENERGY DI RRUSHI ERMIRA E C. S.N.C.;Agip Eni;Altro;STAZIONE DI SERVIZIO ENI NEW ENERGY SNC;VIA CASALE  28 15122;ALESSANDRIA;AL;44.93219699;8.585180368
10739;AL. BE. DI COSTA ALESSANDRO E C. S.N.C.;Agip Eni;Altro;STAZIONE ENI;SPALTO GAMONDIO 1/B 15121;ALESSANDRIA;AL;44.90748552;8.618476701
38699;TOSCANO ENRICO;Tamoil;Altro;tamoil valmadonna 4127;strada provinciale pavia (valmadonna) 52 15122;ALESSANDRIA;AL;44.96712531;8.610474989
38685;VALFUEL S.N.C. DI TIMPANARO CRISTIAN E RUSSO PAOLO GIUSEPPE;Total Erg;Altro;Valfuel snc;Strada Prov.le per Valle San Bartolomeo 2 15122;ALESSANDRIA;AL;44.93864445;8.624820113
14428;ELTA ALBERTO;Agip Eni;Altro;Stazione di servizio Eni;VIA DEL VAPORE 2 15061;ARQUATA SCRIVIA;AL;44.69143335;8.883282414
38708;CAVANNA ROBERTO;Total Erg;Altro;TotalErg;VIA GRAMSCI SNC 15061;ARQUATA SCRIVIA;AL;44.69867598;8.884664105
38637;VALENZA OMAR;Q8;Altro;Valenza Omar servizio Q8;via roma 54 15051;ARQUATA SCRIVIA;AL;44.68546194;8.89020249
3766;giemme sas di lanza luigi & c;Total Erg;Autostradale;VALLE SCRIVIA OVEST;Autostrada A7 SERRAVALLE-GENOVA, Km. 92+500, dir. Sud 15061;ARQUATA SCRIVIA;AL;44.67030052;8.906022623
35149;CARBONI ASSUNTA;Pompe Bianche;Altro;Carboni Assunta ;VIA OVADA 6 15060;BASALUZZO;AL;44.76953394;8.703919128
12005;FASCIOLO SIMONETTA MARIA;Api-Ip;Altro;Distributore IP;Via Novi 39 15060;BASALUZZO;AL;44.76911196;8.714392483
7298;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;BELFORTE MONFERRATO-C/O CC BENNET.;C/O CC BENNET BELFORTE 1 15070;BELFORTE MONFERRATO;AL;44.62793692;8.652409315
3535;vignolo e garbarino s.n.c.;Total Erg;Autostradale;STURA EST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 25+500, dir. Nord 15070;BELFORTE MONFERRATO;AL;44.59236963;8.666142225
38882;TIGER S.R.L.;Esso;Autostradale;STURA OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 176, dir. GENOVA 15070;BELFORTE MONFERRATO;AL;44.59159223;8.664512783
25114;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Bistagno; SS 30 Km 42+715 - BISTAGNO  15012;BISTAGNO;AL;44.65862869;8.375192247
34974;KEROPETROL S.P.A.;KEROPETROL;Altro;KEROPETROL BORGHETTO DI BORBERA;Via Circonvallazione 7 15060;BORGHETTO DI BORBERA;AL;44.72837172;8.934509307
38590;EASY SERVICE S.R.L.;Energas;Strada Statale;Easy Service Bosco Marengo;Statale 35 dei Giovi, Km. 16+315, dir. Alessandria 15062;BOSCO MARENGO;AL;44.83471785;8.73730123
37888;BENZOIL SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Pompe Bianche;Altro;BENZOIL ;PIAZZA DELLA VITTORIA S.N. 15060;CABELLA LIGURE;AL;44.67405146;9.094219974
8685;MORANDO CELESTINA;Tamoil;Altro;TAMOIL;VIA PERTUSO 1 15060;CANTALUPO LIGURE;AL;44.72667306;9.037081003
26208;BERTA GABRIEL;Agip Eni;Strada Statale;1422;Statale 31 del Monferrato, Km. 27+280, dir. alessandria 15033;CASALE MONFERRATO;AL;45.11100895;8.451490402
33254;3D S.R.L.;Tamoil;Altro;3D SRL CASALE MONFERRATO;SS 31 KM 27+598 SNC 15033;CASALE MONFERRATO;AL;45.10822911;8.451649994
5125;TROVATO GIUSEPPE;Agip Eni;Altro;AGIP 11421 DI TROVATO GIUSEPPE;STRADA VALENZA (AREA DI SERVIZIO)  15033;CASALE MONFERRATO;AL;45.12960225;8.475544453
5511;GESTIONI EUROPA S.p.A.;Total Erg;Altro;CASALE MONFERRATO;Tangenziale Est SNC 15033;CASALE MONFERRATO;AL;45.11831511;8.455730636
6404;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;CASALE MONFERRATO VIA ADAM 47;VIA ADAM 47 15033;CASALE MONFERRATO;AL;45.14828808;8.44423902
11452;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;CASALE MONFERRATO-CORSO VALENTINO 140;CORSO VALENTINO 140 15033;CASALE MONFERRATO;AL;45.12376909;8.451243639
7288;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;CASALE MONFERRATO-LOC S BERNARDINO.;LOCALITA' SAN BERNARDINO SN 15033;CASALE MONFERRATO;AL;45.12285557;8.464308679
37632;COSTANTIN DISTRIBUZIONE E SERVIZI SRL;Costantin;Altro;COSTANTIN CASALE MONFERRATO;via adam  52 15033;CASALE MONFERRATO;AL;45.14749935;8.444190992
39839;RICCOBONO ALESSIA;Agip Eni;Strada Statale;ENI 11455;31 del Monferrato, Km. 22+335, VERCELLI 15033;CASALE MONFERRATO;AL;45.16260221;8.460340351
31127;CASADEI MASSIMO;Esso;Strada Statale;ESSO;Statale 457 di Moncalvo, Km. 1+780, dir. asti 15033;CASALE MONFERRATO;AL;45.10778563;8.437961889
39344;FARELLO MARCO;Esso;Altro;esso;VIA ADAM 11 15033;CASALE MONFERRATO;AL;45.14412584;8.446620858
33907;EUROPAM S.P.A.;Pompe Bianche;Altro;EUROPAM - CASALE. M;VIA XXV APRILE 16/180 15033;CASALE MONFERRATO;AL;45.14114306;8.450644165
4973;RAVAZZOTTO SANDRA;Pompe Bianche;Altro;GET OIL;STRADA ASTI 19/A 15033;CASALE MONFERRATO;AL;45.11382499;8.443952054
10959;PALMERI PIETRO;Api-Ip;Altro;IP;CORSO MANACORDA 10 15033;CASALE MONFERRATO;AL;45.13341941;8.448057276
28556;LA TORTONESE DI GRAZIOLI CARLO E C. S.N.C.;Pompe Bianche;Altro;la tortonese ;VIA DELLO SPAZZACAMINO 20 15033;CASALE MONFERRATO;AL;45.15369376;8.448679389
31488;REPSOL ITALIA S.P.A.;Repsol;Altro;Repsol_Casale M._(AL001);STRADA PROVINCIALE 55 CASALE-VALENZA KM0,466  15033;CASALE MONFERRATO;AL;45.11975759;8.492206335
17871;ALIRES DI ALINERI OSCAR;Esso;Altro;STAZIONE DI SERVIZIO ESSO;S.S. 31 BIS KM 41+096 - FRAZ. POPOLO  15033;CASALE MONFERRATO;AL;45.15847353;8.426594138
37136;MENEGHETTI ALESSANDRO;Tamoil;Altro;STAZIONE DI SERVIZIO TAMOIL;VIALE OTTAVIO MARCHINO 129 15033;CASALE MONFERRATO;AL;45.12426152;8.445535898
10985;RABAGLIATI GIANNI;Total Erg;Altro;TOTALERG;VIA ADAM 25 15033;CASALE MONFERRATO;AL;45.14562028;8.44576804
12387;DEMARIA IVO;Total Erg;Altro;TOTALERG;via negri angolo via c. massaia  15033;CASALE MONFERRATO;AL;45.13119518;8.471979797
12662;BRUGGI SERGIO;Q8;Altro;bruggiq8;corso don orione  15052;CASALNOCETO;AL;44.91584773;8.982343823
39596;AH.IB DI AHMED IBRAHIM HASSAN;Pompe Bianche;Altro;Ludoil Re s.p.a. ;Via Circonvallazione  13 15063;CASSANO SPINOLA;AL;44.76482962;8.861463601
38739;F.LLI AIACHINI DI SIMONE E CARLO AIACHINI S.N.C.;KEROPETROL;Strada Statale;SELF 24;Statale 30 di Val Bormida, Km. 71, dir. acqui terme 15016;CASSINE;AL;44.77763888;8.537268117
6897;TOSELLI PIERANGELO;Agip Eni;Strada Statale;toselli pierangelo p.v.53068 ;Statale 30 di Val Bormida, Km. 19, dir. savona 15016;CASSINE;AL;44.75224368;8.528593183
31339;NUOVA SIDAP  S.R.L.;Esso;Autostradale;BORMIDA EST;A26 (GE) VOLTRI-GRAVELLONA T., Km. 52,9, Est 15073;CASTELLAZZO BORMIDA;AL;44.81958679;8.59493494
3622;A.D.S. BORMIDA OVEST DI MAX STEFANO;Total Erg;Autostradale;BORMIDA OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 52+900, dir. Sud 15073;CASTELLAZZO BORMIDA;AL;44.81716429;8.593924839
17274;F.LLI AIACHINI DI SIMONE E CARLO AIACHINI S.N.C.;KEROPETROL;Altro;KEROPETROL;VIALE MADONNINA DEI CENTAURI 130 15073;CASTELLAZZO BORMIDA;AL;44.8485511;8.574221581
13220;T.A.M. PETROL DI MOLINA GIUSEPPE E GIANLUCA S.A.S;Tamoil;Altro;TAMOIL;Strada Aulara 2424 15073;CASTELLAZZO BORMIDA;AL;44.85094129;8.61301192
40043;TACCHINO RITA;Esso;Altro;Distributore ESSO;LOC. MADONNINA 38 15060;CASTELLETTO D'ORBA;AL;44.68945991;8.696196006
34482;MAZZOLENI FEDERICO;Agip Eni;Altro;Eni 52906;via Roma 25 15040;CASTELLETTO MONFERRATO;AL;44.97819451;8.569629639
3595;3 T S.N.C. DI TARTAGLIONE SABATINO E C.;Tamoil;Autostradale;CASTELNUOVO SCRIVIA EST;Autostrada A7 MILANO-SERRAVALLE, Km. 60.7, dir. Nord 15017;CASTELNUOVO SCRIVIA;AL;44.93425519;8.85340656
3606;SILLA FABIO E C. - S.N.C.;Agip Eni;Autostradale;CASTELNUOVO SCRIVIA OVEST;Autostrada A7 MILANO-SERRAVALLE, Km. 60.7, dir. Sud 15053;CASTELNUOVO SCRIVIA;AL;44.93391361;8.852185607
9938;TROVAMALA EZIO;Agip Eni;Altro;eni;Via Luigi Einaudi 52 15053;CASTELNUOVO SCRIVIA;AL;44.97875279;8.888317373
31301;KEROTRIS - SOCIETA' A RESPONSABILITA' LIMITATA;Pompe Bianche;Altro;Kerotris Cremolino;Strada Statale, 204 della priarona km 1+700  15010;CREMOLINO;AL;44.63196586;8.615738153
33913;EUROPAM S.P.A.;Pompe Bianche;Altro;EUROPAM FABBRICA CURONE;VIA ROMA 7 15054;FABBRICA CURONE;AL;44.78614779;9.14641723
38630;FULL ENERGY S.A.S. DI COSTA ROSALIA E C.;Agip Eni;Strada Statale;Full Energy ;Statale 10 Padana Inferiore, Km. 78+313, dir. Alessandria - Asti  15023;FELIZZANO;AL;44.90091448;8.432559371
32629;IP SERVICES S.R.L.;Api-Ip;Altro;FRUGAROLO - PIO V 17;VIA SAN PIO V 17 15065;FRUGAROLO;AL;44.83845073;8.681498227
10321;FRACCHIA GIOVANNI;Agip Eni;Altro;ENI;Corso Aldo Porro 46 15043;FUBINE;AL;44.96505413;8.428419381
20380;GARIMANNO FRANCESCO;Tamoil;Altro;GARIMANNO FRANCESCO;VIA TORINO 22 15020;GABIANO;AL;45.15922152;8.175760043
11450;BENASSI ROBERTO;Agip Eni;Altro;Benassi Roberto;STRADA PROVINCIALE PER SERRAVALLE 10 R 15066;GAVI;AL;44.69046688;8.819594085
8875;BENZO MAURIZIO;Api-Ip;Altro;Impianto IP di Benzo Maurizio;VIA DANTE 5 15070;LERMA;AL;44.63587173;8.71456814
10825;RICCOBONO ALESSIA;Agip Eni;Altro;eni 1445;VIA GAMINELLA 17/B 15020;MOMBELLO MONFERRATO;AL;45.11912271;8.246226984
16764;MELIA GIUSEPPE;Tamoil;Strada Statale;Stazione di Servizio Tamoil 7837;590 della Val Cerrina, Km. 55+233, Casale 15020;MOMBELLO MONFERRATO;AL;45.11634468;8.261091113
30694;LAVAGNA BENITO;Q8;Strada Statale;Distributore Q8 di Lavagna Benito;Statale 30 di Val Bormida, Km. 51+584, dir. Acqui-savona 15010;MONTECHIARO D'ACQUI;AL;44.59835733;8.353025168
4956;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV05 - RATTI - MONTEGIOCO;STRADA PROV. PER GARBAGNA  15050;MONTEGIOCO;AL;44.83789051;8.952918737
20605;LUGANO DANIELE;Total Erg;Altro;LUGANO DANIELE;VIA TORTONA 10 15050;MONTEMARZINO;AL;44.85599099;9.005210768
13732;K NET S.R.L.;Pompe Bianche;Altro;Kerotris - Morano Sul Pò;VIA CASALE 40 15025;MORANO SUL PO;AL;45.16318433;8.403520435
16334;GAMARINO S.A.S. DI GAMARINO SERGIO ACHILLE E C.;Tamoil;Altro;6014;via torino  15020;MURISENGO;AL;45.08799556;8.129347712
30770;T.D.M. S.R.L.;Tamoil;Altro;4332;via Mazzini  124 15067;NOVI LIGURE;AL;44.77576623;8.789794743
19450;TRAVERSO ANDREA;Pompe Bianche;Altro;AUTOFFICINA TRAVERSO ANDREA METANO;VIA CASSANO KM.0,500 SNC 15067;NOVI LIGURE;AL;44.76702526;8.813390136
3877;TOTALERG S.P.A.;Total Erg;Autostradale;BETTOLE DI NOVI LIGURE EST;Autostrada A7 MILANO-SERRAVALLE, Km. 80.3, dir. Nord 15067;NOVI LIGURE;AL;44.7609769;8.838409822
3879;TOTALERG S.P.A.;Total Erg;Autostradale;BETTOLE DI NOVI LIGURE OVEST;Autostrada A7 MILANO-SERRAVALLE, Km. 80.3, dir. Sud 15067;NOVI LIGURE;AL;44.760122;8.837112085
6942;G.E. CARBURANTI S.N.C. DI STERPI EZIO & C.;Api-Ip;Altro;G.E.Carburanti SNC di Sterpi Ezio e C.;VIA EDILIO RAGGIO 18 15067;NOVI LIGURE;AL;44.7581315;8.794127367
3801;AUTOBAR DI GINETTI G. & C. SRL;Total Erg;Autostradale;MARENGO NORD;Autostrada A26 (GE) VOLTRI-GRAVELLONA Raccordo con A7, Km. 9+700, dir. Ovest 15067;NOVI LIGURE;AL;44.80064323;8.748666388
3688;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Autostradale;MARENGO SUD;Autostrada A26 (GE) VOLTRI-GRAVELLONA Raccordo con A7, Km. 9+700, dir. Est 15067;NOVI LIGURE;AL;44.80078442;8.751063645
36525;NEW TRUCK S.R.L.;KEROPETROL;Strada Statale;NOVI;Statale 35 dei Giovi, Km. 3+801, dir. SERRAVALLE SCRIVIA 15067;NOVI LIGURE;AL;44.74756381;8.811774271
6406;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;NOVI LIGURE SS 35 BIS KM. 6+342 STAZ. Q8;SS 35 BIS KM. 6+342 STAZ. Q8 SNC 15067;NOVI LIGURE;AL;44.76899915;8.803740996
15868;F.P. - OIL S.N.C. DI VERDONA FABIO E PAOLO;Agip Eni;Altro;Novi Ligure Via Mazzini , 56;Via G. Mazzini 56 15067;NOVI LIGURE;AL;44.76882042;8.788593113
11458;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;NOVI LIGURE-C/O CENTRO COMMLE BENNET;C/O CENTRO COMMLE BENNET S/N 15067;NOVI LIGURE;AL;44.77032568;8.77283411
4954;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV04 - RATTI - NOVI LIGURE;VIA S.P. BOSCO MARENGO KM.20  15067;NOVI LIGURE;AL;44.77341558;8.764321729
35360;G&G SNC DI GRILLO MARCO & C.;Repsol;Altro;REPSOL;strada provinciale N.155 Km.2 SNC 15067;NOVI LIGURE;AL;44.76953108;8.745956048
36381;NUOVA R.O.P. DI ROSA ROMOLO & C. S.N.C.;Retitalia;Strada Statale;RETITALIA;Statale 35 dei Giovi, Km. 5.100, dir. NORD 15067;NOVI LIGURE;AL;44.75834479;8.807520121
13168;PELIZZA MASSIMO;Total Erg;Altro;stazione di servizio totalerg;VIA MAZZINI 58 15067;NOVI LIGURE;AL;44.76926639;8.788749352
17109;GE.MA. DI DAGA GIOVANNA;Agip Eni;Strada Statale;eni;Statale 31 del Monferrato, Km. 33+205, dir. alessandria 15040;OCCIMIANO;AL;45.06904223;8.493894786
38067;NUOVA SIDAP  S.R.L.;Tamoil;Autostradale;MONFERRATO EST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 83,5, dir. EST 15040;OCCIMIANO;AL;45.07534193;8.510706421
23131;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Autostradale;MONFERRATO OVEST;Autostrada A26 (GE) VOLTRI-GRAVELLONA T., Km. 83, dir. Sud 15040;OCCIMIANO;AL;45.07372869;8.509563237
20414;BRIXIA FINANZIARIA S.R.L.;Retitalia;Altro;Stazione Retitalia Brixia - Occimiano;Via Vittorio emmanuele II (S.P. 31 Km. 37+460) 69 15040;OCCIMIANO;AL;45.05573307;8.512168676
10563;PASQUA ALDO;Total Erg;Altro;distributore total erg ;STRADA NOVI 47 15076;OVADA;AL;44.65135153;8.654593974
35057;DIMAX DI MAX MARCO;Agip Eni;Altro;ENI DIMAX;VIA A. GRAMSCI 9/A 15076;OVADA;AL;44.63801228;8.649108186
39627;L'OASI  S.A.S. DI BARONE SALVATORE & C.;Agip Eni;Strada Statale;ENI OVADA;456 del Turchino, Km. 60+700, genova 15076;OVADA;AL;44.63059895;8.644922601
18146;ALLOISIO FRATELLI DI ALLOISIO GIAN LORENZO E VANIA S.N.C.;Esso;Altro;ESSO;VIA MOLARE  60/D 15076;OVADA;AL;44.62263818;8.624505956
15017;ROSSO GIACINTO;Api-Ip;Altro;OVADA;S.P. per Novi  53 15076;OVADA;AL;44.6526975;8.655112982
11453;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;OVADA-VIA VOLTRI 27/E;VIA VOLTRI 27/E 15076;OVADA;AL;44.63157858;8.644725306
11246;AUTOEQUIPE DI PONGOLI GABRIELE;Q8;Altro;Q8 oviglio;REGIONE SAN GIOVANNI 1 15026;OVIGLIO;AL;44.86080882;8.493230939
20499;MENEGHETTI ALESSANDRO;Tamoil;Altro;Stazione di Servizio TAMOIL MENEGHETTI ALESSANDRO;VIA ROMA 111, 15039;OZZANO MONFERRATO;AL;45.10754724;8.361368179
26988;COM.PET VALENZA S.R.L.;Pompe Bianche;Altro;COM.PET VALENZA SRL;Strada Prov. Casale - Valenza km15+458  15040;POMARO MONFERRATO;AL;45.05781803;8.610180616
13830;BECOJL SRL;Pompe Bianche;Altro;Kerotris - Pontecurone;STRADA STATALE 10 EMILIA SUD PER VOGHERA 17/19 15055;PONTECURONE;AL;44.94360462;8.915041834
17787;SCAPOLAN PAOLO;Esso;Altro;SCAPOLAN PAOLO;PIAZZA VITTORIO 1 15055;PONTECURONE;AL;44.96296067;8.934906945
38948;FUEL SERVICE S.N.C. DI MELONI FABRIZIO & C.;Agip Eni;Altro;fuel service;VIA BELVEDERE 33 15068;POZZOLO FORMIGARO;AL;44.79556449;8.777571246
36527;NEW TRUCK S.R.L.;KEROPETROL;Altro;POZZOLO;VIA NOVI 25 15068;POZZOLO FORMIGARO;AL;44.78765938;8.788025156
36678;NEW TRUCK S.R.L.;Pompe Bianche;Altro;Pozzolo2;Via Novi 5 15068;POZZOLO FORMIGARO;AL;44.78765833;8.788021803
7194;PONASSI S.N.C. DI PONASSI MASSIMIGLIANO & C.;Esso;Autostradale;CROCETTA SUD;Autostrada A21 TORINO-PIACENZA, Km. 48, dir. est;QUATTORDIO;AL;44.90375284;8.364530504
25988;FULL AND DRIVE S.A.S. DI NAVONE ANDREA VINCENZO, PERETTA FRANCO & C.;Esso;Altro;ESSO;Strada Provinciale 195, Km. 18+228, dir. ACQUI TERME  15010;RIVALTA BORMIDA;AL;44.70496191;8.54645133
28336;PENSA STEFANO;Pompe Bianche;Strada Statale;EUROPAM;211 della Lomellina, Km. 21,000, Tortona ;SALE;AL;44.96851809;8.813268126
11127;LAMANNA MAURIZIO;Esso;Altro;STAZIONE DI SERVIZIO ESSO;VIA BELLISOMI 74 15045;SALE;AL;44.98298488;8.812638
35696;IACOCARBURANTI DI IACOMINO LUIGI;Api-Ip;Strada Statale;ip;Statale 457 di Moncalvo, Km. 3+144,5, dir. Ozzano 15030;SAN GIORGIO MONFERRATO;AL;45.10176881;8.418609872
32320;NEW TRUCK S.R.L.;Pompe Bianche;Strada Statale;P&P srl S. Salvatore Monferrato;Statale 31 del Monferrato, Km. 41+148, dir. Casale Monferrato 15046;SAN SALVATORE MONFERRATO;AL;45.01416773;8.549793363
28443;ZAMBRUNO MONICA E ILARIA SNC;Tamoil;Altro;TAMOIL di Zambruno Monica e Ilaria snc;Strada Provinciale 100 per Tortona  3 15056;SAN SEBASTIANO CURONE;AL;44.78983927;9.054638743
35322;EREDI CAMPIDONICO - S.P.A.;Total Erg;Strada Statale;distributore carburanti- Serravalle Scrivia ;Statale 35 dei Giovi, Km. 52+ 214, dir. serravalle scrivia  15069;SERRAVALLE SCRIVIA;AL;44.74233544;8.846148625
10406;BLU DI MANNO CONCETTA & C. S.A.S.;Agip Eni;Altro;ENI;via serravalle  15069;SERRAVALLE SCRIVIA;AL;44.73203184;8.837599754
7300;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SERRAVALLE SCRIVIA - SS35 BIS.;SS35 BIS SN 15069;SERRAVALLE SCRIVIA;AL;44.7351628;8.833495975
8341;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SERRAVALLE SCRIVIA VIA MARTIRI DELLA BENEDICTA;VIA MARTIRI DELLA BENEDICTA  15069;SERRAVALLE SCRIVIA;AL;44.72730214;8.854205301
32172;DIS-CAR DI SARRA PAOLO & C. S.N.C.;Api-Ip;Altro;SEZZADIO;VIA PIO V 2 15079;SEZZADIO;AL;44.7855429;8.571126637
7358;SETNICKA MARCO;Q8;Altro;SETNICKA MARCO;VIA GRAMSCI 15 15060;SILVANO D'ORBA;AL;44.67660882;8.669478809
28723;GARBARINO WALTER;Retitalia;Strada Statale; ALT BAR di Garbarino Walter;Statale 30 di Val Bormida, Km. 59+175, dir. SAVONA 15018;SPIGNO MONFERRATO;AL;44.54156466;8.334509879
30281;BRAGAS S.R.L.;Pompe Bianche;Strada Statale;Bragas - Strevi;Statale 30 di Val Bormida, Km. 26, dir. Alessandria 15019;STREVI;AL;44.7135467;8.532380462
10524;CENTRO CALOR S.R.L.;Pompe Bianche;Altro;CENTRO CALOR STREVI;EX STRADA STATALE 30 KM.26,00 S.N.C. 15019;STREVI;AL;44.71356043;8.532321453
25111;BECCARIA S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;Q8;Altro;PV Terzo;S.P. KM0+950  15010;TERZO;AL;44.67548497;8.42049606
11151;RIZZATO MARCO;Tamoil;Altro;distributore tamoil;VIA MATTEOTTI 106 15040;TICINETO;AL;45.0959754;8.547391444
6819;VERGAGNI ROBERTO;Agip Eni;Altro;AGIP;PIAZZA MILANO 42 15057;TORTONA;AL;44.89986106;8.864145401
35124;PAMPURI EMILIANO;Agip Eni;Strada Statale;Eni 11409;Statale 211 della Lomellina, Km. 13+350, dir. Tortona 15057;TORTONA;AL;44.90080163;8.83919701
31896;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 1498;STRADA STATALE 10 KM 116+987   15057;TORTONA;AL;44.90851542;8.879725859
4955;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV01 - RATTI - TORTONA;STRADA PROVINCIALE PER VILLAROMAGNANO 27 15057;TORTONA;AL;44.85793412;8.877018409
29685;SO.GE.DI DI RATTI FRANCESCO & C. S.A.S.;Ratti;Altro;PV02 - RATTI - TORTONA;S.S. PER VOGHERA 75 15057;TORTONA;AL;44.9079006;8.866466034
